category,template
station,"jo {station}"
station,"sintonizatu {station}"
station,"jo {station}"
station,"entzun nahi dut {station}"
station,"jo {{station}} irratia"
station,"stream {{station}}"
station,"bilatu {{station}}"
station,"piztu {{station}}"
station,"aldatu {{station}}"
station,"jo dezakezu {{station}}"
station,"sartu {{station}}"
station,"erakutsi {{station}}"
station,"nahi dut {{station}}"
station,"berrintziartu {{station}}"
genre,"jo {{genre}} irratia"
genre,"entzun nahi dut {{genre}} irratia"
genre,"bilatu {{genre}} irradi estazioaren"
genre,"jo {{genre}} irratia"
genre,"stream {{genre}} irratia"
genre,"nire arimea da {{genre}}"
genre,"sartu {{genre}}"
genre,"erakutsi {{genre}} estazionak"
genre,"jo {{genre}}"
genre,"bilatu {{genre}} estazioaren"
genre,"sintonizatu {{genre}} irratia"
format,"jo AM irratia"
format,"nahi dut FM irratia"
format,"bilatu satelite irradi"
format,"stream internet irratia"
format,"jo online irratia"
format,"sartu podcast irratia"
stream,"stream {{station}}"
stream,"nahi dut stream {{station}}"
stream,"bilatu streama"
stream,"jo live streama"
stream,"sartu streama"
stream,"nahi dut streaming irratia"
mood,"nahi dut lasaia musika"
mood,"jo zerbait azkarra"
mood,"bilatu jazz irratia"
mood,"jo klassikoa"
mood,"nahi dut rock musika"
mood,"jo zerbait lasaia"
mood,"bilatu energia musika"
mood,"nahi dut ambient soinua"
mood,"jo hitza irratia"
mood,"bilatu berritegi irratia"
location,"jo {{location}} irratia"
location,"nahi dut {{location}} estazioaren"
location,"bilatu {{location}} irratia"
location,"erakutsi {{location}} irratia"
location,"sintonizatu {{location}}"
language,"jo {{language}} irratia"
language,"nahi dut {{language}} estazioaren"
language,"bilatu {{language}} irratia"
language,"stream {{language}}"
availability,"bilatu baliabidea orain"
availability,"zer sintonizatu dezaket"
availability,"erakutsi egungo estazionak"
availability,"jo baliabidea"
availability,"sartu baliabidea"
discovery,"gomenda irradi estazioaren"
discovery,"proposatu entzuteko"
discovery,"bilatu irradi estazio berria"
discovery,"zer sintonizatu beharko nuke"
discovery,"erakutsi trending estazionak"
discovery,"sorpresatu nirekin"
discovery,"bilatu ezkutuko estazionak"
discovery,"zer popularra orain"
category,"nahi dut hitza irratia"
category,"jo musika irratia"
category,"bilatu berritegi irratia"
category,"stream sport irratia"
category,"jo barietate irratia"
category,"bilatu komedian irratia"
category,"jo hezkuntza irratia"
provider,"bilatu {{provider}}"
provider,"stream {{provider}}"
provider,"erakutsi {{provider}} estazionak"
provider,"jo {{provider}} irratia"
generic,"jo irratia"
generic,"piztu irratia"
generic,"bilatu irradi estazioaren"
generic,"jo irratia"
generic,"stream irratia"
generic,"entzun nahi dut irratia"
generic,"erakutsi irratia"
generic,"sartu estazioaren"
generic,"aburriagoa nago, jo irratia"
generic,"jo zerbait"
