category,template
generic,"posa les notícies"
generic,"vull escoltar les notícies"
generic,"em dona les últimes notícies"
generic,"què hi ha a les notícies avui"
generic,"llegeix-me els titulars"
generic,"quina és la darrera notícia"
generic,"posa les notícies del matí"
generic,"posa les notícies d'avui"
generic,"posar-me al dia sobre les notícies"
generic,"emete les notícies"
generic,"m'agradaria escoltar les notícies"
generic,"posa les notícies de la tarda"
generic,"busca cobertura de notícies"
generic,"mostra'm què està passant"
generic,"vull events actuals"
provider,"posa notícies de {provider}"
provider,"vull escoltar les notícies de {{provider}}"
provider,"emete notícies de {{provider}}"
provider,"posa notícies de {{provider}}"
provider,"busca'm les notícies de {{provider}}"
provider,"què diu {{provider}} avui"
provider,"sintonitza {{provider}}"
provider,"mostra'm {{provider}}"
provider,"afegeix les notícies de {{provider}} a la cua"
category,"posa notícies de {{category}}"
category,"vull escoltar notícies de {{category}}"
category,"mostra'm {{category}}"
category,"busca'm actualitzacions de {{category}}"
category,"posa notícies de {{category}}"
category,"emete {{category}}"
category,"afegeix {{category}} a la cua"
category,"estic interessat en notícies de {{category}}"
category,"em dona titulars de {{category}}"
time,"posa la informació matinal"
time,"vull les notícies de la tarda"
time,"posa l'actualització de notícies d'avui"
time,"em dona els últims titulars"
time,"posa les notícies del migdia"
time,"vull les notícies de la nit"
time,"mostra'm notícies de darrera hora"
time,"busca cobertura en directe"
time,"posa notícies recents"
topic,"vull notícies sobre {{topic}}"
topic,"busca'm cobertura de {{topic}}"
topic,"posa notícies sobre {{topic}}"
topic,"mostra'm actualitzacions de {{topic}}"
topic,"emete notícies de {{topic}}"
topic,"afegeix històries de {{topic}} a la cua"
topic,"què hi ha de nou sobre {{topic}}"
topic,"em dona titulars de {{topic}}"
topic,"estic interessat en notícies de {{topic}}"
region,"posa notícies de {{region}}"
region,"vull notícies de {{region}}"
region,"emete cobertura de {{region}}"
region,"mostra'm titulars de {{region}}"
region,"busca notícies de {{region}}"
region,"què està passant a {{region}}"
language,"posa notícies en {{language}}"
language,"vull cobertura de notícies en {{language}}"
language,"mostra'm titulars en {{language}}"
language,"emete en {{language}}"
source,"busca cobertura de {{source}}"
source,"vull reportatge de {{source}}"
source,"mostra'm {{source}}"
source,"posa notícies de {{source}}"
source,"emete {{source}}"
source,"afegeix {{source}} a la cua"
discovery,"què tendeix"
discovery,"mostra'm les principals històries"
discovery,"què hauria de saber avui"
discovery,"notícies sorprenents"
discovery,"titulars importants"
discovery,"notícies de darrera hora"
discovery,"les principals històries en aquest moment"
format,"posa un podcast de notícies"
format,"vull un programa de notícies en vídeo"
format,"mostra'm resums escrits"
format,"posa una retransmissió de notícies"
format,"emete notícies en vídeo"
mood,"vull una informació completa"
mood,"em dona la versió ràpida"
mood,"vull analisi en profunditat"
mood,"posa cobertura lleugera de notícies"
mood,"busca'm periodisme seriós"
weather,"quin és el temps"
weather,"dime el temps"
weather,"posa el pronòstic del temps"
weather,"vull saber el temps"
traffic,"dime el tràfic"
traffic,"posa actualitzacions de tràfic"
traffic,"quin és el tràfic"
traffic,"busca notícies de tràfic"
sports,"posa notícies d'esports"
sports,"vull actualitzacions d'esports"
sports,"mostra'm titulars d'esports"
sports,"emete cobertura d'esports"
business,"posa notícies de negocis"
business,"vull notícies financeres"
business,"mostra'm actualitzacions de mercat"
business,"emete cobertura de negocis"
tech,"posa notícies de tecnologia"
tech,"vull actualitzacions de tecnologia"
tech,"mostra'm titulars de tecnologia"
tech,"emete cobertura de tecnologia"
generic,"posa quelcom"
generic,"vull events actuals"
generic,"mostra'm què està passant"
generic,"em dona actualitzacions"
generic,"emete notícies"
generic,"afegeix notícies a la cua"
