category,template
station,"toca {station}"
station,"sintoniza {station}"
station,"coloca {station}"
station,"quero ouvir {station}"
station,"toca rádio {{station}}"
station,"faz stream {{station}}"
station,"encontra {{station}}"
station,"liga {{station}}"
station,"muda para {{station}}"
station,"podes tocar {{station}}"
station,"coloca {{station}} na fila"
station,"mostra-me {{station}}"
station,"gostaria de ouvir {{station}}"
station,"retoma {{station}}"
genre,"toca rádio {{genre}}"
genre,"quero ouvir rádio {{genre}}"
genre,"encontra-me uma estação {{genre}}"
genre,"coloca um pouco de rádio {{genre}}"
genre,"faz stream de rádio {{genre}}"
genre,"estou com disposição para {{genre}}"
genre,"coloca {{genre}} na fila"
genre,"mostra-me estações {{genre}}"
genre,"toca {{genre}} para mim"
genre,"encontra uma estação {{genre}}"
genre,"sintoniza rádio {{genre}}"
format,"toca uma estação de rádio AM"
format,"quero rádio FM"
format,"encontra uma estação de rádio por satélite"
format,"faz stream de rádio internet"
format,"coloca rádio online"
format,"coloca rádio de podcast na fila"
stream,"faz stream {{station}}"
stream,"quero fazer stream {{station}}"
stream,"encontra um stream"
stream,"toca um stream ao vivo"
stream,"coloca um stream na fila"
stream,"quero rádio em stream"
mood,"quero música relaxante"
mood,"toca algo animado"
mood,"encontra-me rádio jazz"
mood,"coloca música clássica"
mood,"quero música rock"
mood,"toca algo calmo"
mood,"encontra música energética"
mood,"quero sons ambientes"
mood,"toca rádio de conversa"
mood,"encontra rádio de notícias"
location,"toca rádio {{location}}"
location,"quero uma estação {{location}}"
location,"encontra uma rádio {{location}}"
location,"mostra-me rádio {{location}}"
location,"sintoniza {{location}}"
language,"toca rádio {{language}}"
language,"quero uma estação {{language}}"
language,"encontra uma rádio {{language}}"
language,"faz stream em {{language}}"
availability,"encontra o que está disponível agora"
availability,"o que posso sintonizar"
availability,"mostra-me estações atuais"
availability,"toca algo disponível"
availability,"coloca o que está em andamento"
discovery,"recomenda-me uma estação de rádio"
discovery,"sugere-me algo para ouvir"
discovery,"encontra novas estações de rádio"
discovery,"o que deveria sintonizar"
discovery,"mostra-me estações em tendência"
discovery,"surpreende-me com uma estação"
discovery,"encontra estações joias escondidas"
discovery,"o que é popular neste momento"
category,"quero rádio de conversa"
category,"toca rádio de música"
category,"encontra rádio de notícias"
category,"faz stream de rádio desportiva"
category,"toca rádio de variedade"
category,"encontra rádio de comédia"
category,"coloca rádio educacional"
provider,"encontra rádio em {{provider}}"
provider,"faz stream de {{provider}}"
provider,"mostra-me estações {{provider}}"
provider,"toca rádio {{provider}}"
generic,"toca a rádio"
generic,"liga a rádio"
generic,"encontra-me uma estação de rádio"
generic,"coloca um pouco de rádio"
generic,"faz stream de rádio"
generic,"quero ouvir a rádio"
generic,"mostra-me rádio"
generic,"coloca uma estação na fila"
generic,"estou aborrecido, toca rádio"
generic,"toca algo"
