category,template
generic,"toca as notícias"
generic,"quero ouvir as notícias"
generic,"dá-me as últimas notícias"
generic,"o que há de novo nas notícias"
generic,"lê-me as manchetes"
generic,"qual é a última notícia"
generic,"toca as notícias da manhã"
generic,"toca as notícias de hoje"
generic,"atualiza-me sobre as notícias"
generic,"faz stream das notícias"
generic,"gostaria de ouvir as notícias"
generic,"toca as notícias da noite"
generic,"encontra-me cobertura de notícias"
generic,"mostra-me o que está a acontecer"
generic,"quero os últimos acontecimentos"
generic,"quero os noticiários"
provider,"toca notícias de {provider}"
provider,"quero ouvir as notícias de {{provider}}"
provider,"faz stream de notícias de {{provider}}"
provider,"toca notícias {{provider}}"
provider,"encontra-me as notícias {{provider}}"
provider,"o que {{provider}} está a dizer hoje"
provider,"sintoniza {{provider}}"
provider,"mostra-me {{provider}}"
provider,"coloca notícias {{provider}} na fila"
category,"toca notícias {{category}}"
category,"quero ouvir notícias {{category}}"
category,"mostra-me {{category}}"
category,"encontra-me atualizações {{category}}"
category,"coloca notícias {{category}}"
category,"faz stream {{category}}"
category,"coloca {{category}} na fila"
category,"tenho interesse em notícias {{category}}"
category,"dá-me manchetes {{category}}"
time,"toca o boletim da manhã"
time,"quero o noticiário da noite"
time,"toca a atualização de notícias de hoje"
time,"dá-me as últimas manchetes"
time,"toca o noticiário ao meio-dia"
time,"quero o noticiário da noite"
time,"mostra-me notícias de última hora"
time,"encontra-me cobertura ao vivo"
time,"toca notícias recentes"
topic,"quero notícias sobre {{topic}}"
topic,"encontra-me cobertura {{topic}}"
topic,"toca notícias sobre {{topic}}"
topic,"mostra-me atualizações {{topic}}"
topic,"faz stream de notícias {{topic}}"
topic,"coloca histórias {{topic}} na fila"
topic,"o que há de novo sobre {{topic}}"
topic,"dá-me manchetes {{topic}}"
topic,"tenho interesse em notícias {{topic}}"
region,"toca notícias de {{region}}"
region,"quero notícias {{region}}"
region,"faz stream de cobertura {{region}}"
region,"mostra-me manchetes {{region}}"
region,"encontra notícias {{region}}"
region,"o que está a acontecer em {{region}}"
language,"toca notícias em {{language}}"
language,"quero cobertura de notícias {{language}}"
language,"mostra-me manchetes {{language}}"
language,"faz stream em {{language}}"
source,"encontra cobertura {{source}}"
source,"quero reportagem {{source}}"
source,"mostra-me {{source}}"
source,"toca notícias {{source}}"
source,"faz stream {{source}}"
source,"coloca {{source}} na fila"
discovery,"o que está em tendência"
discovery,"mostra-me as principais histórias"
discovery,"o que deveria saber hoje"
discovery,"notícias surpreendentes"
discovery,"manchetes importantes"
discovery,"notícias de última hora"
discovery,"principais histórias neste momento"
format,"toca um podcast de notícias"
format,"quero um programa de notícias em vídeo"
format,"mostra-me resumos escritos"
format,"toca um noticiário"
format,"faz stream de notícias em vídeo"
mood,"quero um boletim completo"
mood,"dá-me a versão rápida"
mood,"quero análise aprofundada"
mood,"toca cobertura leve de notícias"
mood,"encontra-me jornalismo sério"
weather,"o que é o tempo"
weather,"diz-me o tempo"
weather,"toca a previsão do tempo"
weather,"quero saber como está o tempo"
traffic,"diz-me o trânsito"
traffic,"toca atualizações de trânsito"
traffic,"como está a situação do trânsito"
traffic,"encontra notícias de trânsito"
sports,"toca notícias de desporto"
sports,"quero atualizações desportivas"
sports,"mostra-me manchetes desportivas"
sports,"faz stream de cobertura desportiva"
business,"toca notícias de negócios"
business,"quero notícias financeiras"
business,"mostra-me atualizações de mercado"
business,"faz stream de cobertura de negócios"
tech,"toca notícias de tecnologia"
tech,"quero atualizações tecnológicas"
tech,"mostra-me manchetes de tecnologia"
tech,"faz stream de cobertura tecnológica"
generic,"toca algo"
generic,"quero os últimos acontecimentos"
generic,"mostra-me o que está a acontecer"
generic,"dá-me atualizações"
generic,"faz stream de notícias"
generic,"coloca notícias na fila"
